1010	2	5	1	PRACT1	6000	1000	24	dogs	24	1	2523	2023	9	6	13	49	18
1010	2	5	1	PRACT1	6000	1000	18	knives	18	1	4451	2023	9	6	13	49	18
1010	2	5	1	PRACT1	6000	1000	46	plaques	32	0	3043	2023	9	6	13	49	18
1010	2	5	1	PRACT1	6000	1000	61	flowers	67	0	4403	2023	9	6	13	49	18
1010	2	5	1	PRACT1	6000	1000	83	pens	75	0	6628	2023	9	6	13	49	18
1010	2	5	1	PRACT1	6000	1000	57	glasses	57	1	3595	2023	9	6	13	49	18
1010	2	5	1	PRACT1	6000	1000	43	cars	43	1	3236	2023	9	6	13	49	18
1010	2	5	1	PRACT1	6000	1000	36	screws	36	1	5219	2023	9	6	13	49	18
1010	2	5	1	PRACT1	6000	1000	67	tables	65	0	5596	2023	9	6	13	49	18
1010	2	5	1	PRACT1	6000	1000	75	apples	75	1	6231	2023	9	6	13	49	18
1010	2	5	2	TRIAL1	6000	1000	74	gloves	52	0	5884	2023	9	6	13	51	26
1010	2	5	2	TRIAL1	6000	1000	37	houses	37	1	3380	2023	9	6	13	51	26
1010	2	5	2	TRIAL1	6000	1000	27	lights	37	0	12038	2023	9	6	13	51	26
1010	2	5	2	TRIAL1	6000	1000	48	spoons	48	1	5674	2023	9	6	13	51	26
1010	2	5	2	TRIAL1	6000	1000	68	birds	68	1	2986	2023	9	6	13	51	26
1010	2	5	2	TRIAL1	6000	1000	83	chickens	34	0	7403	2023	9	6	13	51	26
1010	2	5	2	TRIAL1	6000	1000	62	bananas	62	1	2203	2023	9	6	13	51	26
1010	2	5	2	TRIAL1	6000	1000	46	corks	46	1	9228	2023	9	6	13	51	26
1010	2	5	2	TRIAL1	6000	1000	18	cannons	18	1	3011	2023	9	6	13	51	26
1010	2	5	2	TRIAL1	6000	1000	52	cycles	52	1	4405	2023	9	6	13	51	26
1010	2	5	3	TRIAL2	6000	1000	37	potatoes	32	0	5308	2023	9	6	13	53	45
1010	2	5	3	TRIAL2	6000	1000	15	eyes	15	1	2386	2023	9	6	13	53	45
1010	2	5	3	TRIAL2	6000	1000	44	pigs	66	0	8692	2023	9	6	13	53	45
1010	2	5	3	TRIAL2	6000	1000	59	letters	59	1	7876	2023	9	6	13	53	45
1010	2	5	3	TRIAL2	6000	1000	26	cakes	26	1	3085	2023	9	6	13	53	45
1010	2	5	3	TRIAL2	6000	1000	47	chairs	47	1	3212	2023	9	6	13	53	45
1010	2	5	3	TRIAL2	6000	1000	67	vials	37	0	3457	2023	9	6	13	53	45
1010	2	5	3	TRIAL2	6000	1000	76	aircraft	75	0	4154	2023	9	6	13	53	45
1010	2	5	3	TRIAL2	6000	1000	63	spikes	63	1	2223	2023	9	6	13	53	45
1010	2	5	3	TRIAL2	6000	1000	84	trees	84	1	3707	2023	9	6	13	53	45
