1015	2	5	1	PRACT1	6000	1000	24	dogs	24	1	2139	2023	9	28	14	52	34
1015	2	5	1	PRACT1	6000	1000	18	knives	18	1	2131	2023	9	28	14	52	34
1015	2	5	1	PRACT1	6000	1000	46	plaques	46	1	2227	2023	9	28	14	52	34
1015	2	5	1	PRACT1	6000	1000	61	flowers	23	0	2683	2023	9	28	14	52	34
1015	2	5	1	PRACT1	6000	1000	83	pens	37	0	7029	2023	9	28	14	52	34
1015	2	5	1	PRACT1	6000	1000	57	glasses	56	0	3868	2023	9	28	14	52	34
1015	2	5	1	PRACT1	6000	1000	43	cars	67	0	5364	2023	9	28	14	52	34
1015	2	5	1	PRACT1	6000	1000	36	screws	34	0	5531	2023	9	28	14	52	34
1015	2	5	1	PRACT1	6000	1000	67	tables	45	0	3732	2023	9	28	14	52	34
1015	2	5	1	PRACT1	6000	1000	75	apples	75	1	3181	2023	9	28	14	52	34
1015	2	5	2	TRIAL1	6000	1000	74	gloves	37	0	2491	2023	9	28	14	54	34
1015	2	5	2	TRIAL1	6000	1000	37	houses	74	0	6077	2023	9	28	14	54	34
1015	2	5	2	TRIAL1	6000	1000	27	lights	27	1	4155	2023	9	28	14	54	34
1015	2	5	2	TRIAL1	6000	1000	48	spoons	45	0	7164	2023	9	28	14	54	34
1015	2	5	2	TRIAL1	6000	1000	68	birds	43	0	6301	2023	9	28	14	54	34
1015	2	5	2	TRIAL1	6000	1000	83	chickens	84	0	11036	2023	9	28	14	54	34
1015	2	5	2	TRIAL1	6000	1000	62	bananas	62	1	3940	2023	9	28	14	54	34
1015	2	5	2	TRIAL1	6000	1000	46	corks	67	0	6272	2023	9	28	14	54	34
1015	2	5	2	TRIAL1	6000	1000	18	cannons	78	0	3035	2023	9	28	14	54	34
1015	2	5	2	TRIAL1	6000	1000	52	cycles	56	0	2434	2023	9	28	14	54	34
1015	2	5	3	TRIAL2	6000	1000	37	potatoes	37	1	2417	2023	9	28	14	56	50
1015	2	5	3	TRIAL2	6000	1000	15	eyes	15	1	2797	2023	9	28	14	56	50
1015	2	5	3	TRIAL2	6000	1000	44	pigs	44	1	2013	2023	9	28	14	56	50
1015	2	5	3	TRIAL2	6000	1000	59	letters	59	1	3763	2023	9	28	14	56	50
1015	2	5	3	TRIAL2	6000	1000	26	cakes	24	0	5269	2023	9	28	14	56	50
1015	2	5	3	TRIAL2	6000	1000	47	chairs	47	1	2684	2023	9	28	14	56	50
1015	2	5	3	TRIAL2	6000	1000	67	vials	67	1	5029	2023	9	28	14	56	50
1015	2	5	3	TRIAL2	6000	1000	76	aircraft	76	1	6308	2023	9	28	14	56	50
1015	2	5	3	TRIAL2	6000	1000	63	spikes	34	0	6380	2023	9	28	14	56	50
1015	2	5	3	TRIAL2	6000	1000	84	trees	54	0	4984	2023	9	28	14	56	50
